sensor_id,lat,lon
664_1_461,36.273964,-11.5246887
664_2_449,36.273655,-11.5233971
665_1_25,36.273762,-11.5221886
665_2_462,36.273808,-11.5215736
665_3_453,36.273766,-11.5209625
666_1_455,36.275513,-11.5200760
666_2_457,36.280281,-11.5190636
666_3_459,36.286156,-11.5183235
